Indiana,James Madison,North Carolina State,Temple,UNLV,University of California,Syracuse,Montana,Butler,Bucknell,Marquette,Davidson,Illinois,Colorado,Miami (FL),Pacific
Indiana,Temple,University of California,Syracuse,Butler,Marquette,Illinois,Miami (FL)
Indiana,Syracuse,Marquette,Miami (FL)
Syracuse,Marquette
Syracuse
Louisville,North Carolina A&T;,Colorado State,Missouri,Oklahoma State,Oregon,Saint Louis,New Mexico State,Memphis,Saint Mary's (CA),Michigan State,Valparaiso,Creighton,Cincinnati,Duke,Albany (NY)
Louisville,Colorado State,Oregon,Saint Louis,Memphis,Michigan State,Creighton,Duke
Louisville,Oregon,Michigan State,Duke
Louisville,Duke
Louisville
Kansas,Western Kentucky,UNC,Villanova,VCU,Akron,Michigan,South Dakota State,UCLA,Minnesota,Florida,Northwestern State,San Diego State,Oklahoma,Georgetown,Florida Gulf Coast
Kansas,UNC,VCU,Michigan,Minnesota,Florida,San Diego State,Florida Gulf Coast
Kansas,Michigan,Florida,Florida Gulf Coast
Michigan,Florida
Michigan
Gonzaga,Southern,Pitt,Wichita State,Wisconsin,Ole Miss,Kansas State,La Salle,Arizona,Belmont,New Mexico,Harvard,Notre Dame,Iowa State,Ohio State,Iona
Gonzaga,Wichita State,Ole Miss,La Salle,Arizona,Harvard,Iowa State,Ohio State
Wichita State,La Salle,Arizona,Ohio State
Wichita State,Ohio State
Wichita State
Louisville,Wichita State,Syracuse,Michigan
Louisville,Michigan
Louisville
