Villanova,Lafayette,North Carolina State,LSU,Northern Iowa,Wyoming,Louisville,UC-Irvine,Providence,Dayton,Oklahoma,Albany (NY),Michigan State,Georgia,Virginia,Belmont
Villanova,North Carolina State,Northern Iowa,Louisville,Dayton,Oklahoma,Michigan State,Virginia
North Carolina State,Louisville,Oklahoma,Michigan State
Louisville,Michigan State
Michigan State
Kentucky,Hampton,Cincinnati,Purdue,West Virginia,Buffalo,Maryland,Valparaiso,Butler,Texas,Notre Dame,Northeastern,Wichita State,Indiana,Kansas,New Mexico State
Kentucky,Cincinnati,West Virginia,Maryland,Butler,Notre Dame,Wichita State,Kansas
Kentucky,West Virginia,Notre Dame,Wichita State
Kentucky,Notre Dame
Kentucky
Duke,Robert Morris,San Diego State,St. John's (NY),Utah,Stephen F. Austin,Georgetown,Eastern Washington,SMU,UCLA,Iowa State,Alabama-Birmingham,Iowa,Davidson,Gonzaga,North Dakota State
Duke,San Diego State,Utah,Georgetown,UCLA,Alabama-Birmingham,Iowa,Gonzaga
Duke,Utah,UCLA,Gonzaga
Duke,Gonzaga
Duke
Wisconsin,Coastal Carolina,Oregon,Oklahoma State,Arkansas,Wofford,UNC,Harvard,Xavier,Ole Miss,Baylor,Georgia State,VCU,Ohio State,Arizona,Texas Southern
Wisconsin,Oregon,Arkansas,UNC,Xavier,Georgia State,Ohio State,Arizona
Wisconsin,UNC,Xavier,Arizona
Wisconsin,Arizona
Wisconsin
Duke,Michigan State,Kentucky,Wisconsin
Duke,Wisconsin
Duke
