Duke,Arkansas-Pine Bluff,University of California,Louisville,Texas A&M;,Utah State,Purdue,Siena,Notre Dame,Old Dominion,Baylor,Sam Houston State,Richmond,Saint Mary's (CA),Villanova,Robert Morris
Duke,University of California,Texas A&M;,Purdue,Old Dominion,Baylor,Saint Mary's (CA),Villanova
Duke,Purdue,Baylor,Saint Mary's (CA)
Duke,Baylor
Duke
Kentucky,ETSU,Texas,Wake Forest,Temple,Cornell,Wisconsin,Wofford,Marquette,Washington,New Mexico,Montana,Clemson,Missouri,West Virginia,Morgan State
Kentucky,Wake Forest,Cornell,Wisconsin,Washington,New Mexico,Missouri,West Virginia
Kentucky,Cornell,Washington,West Virginia
Kentucky,West Virginia
West Virginia
Kansas,Lehigh,UNLV,Northern Iowa,Michigan State,New Mexico State,Maryland,Houston,Tennessee,San Diego State,Georgetown,Ohio,Oklahoma State,Georgia Tech,Ohio State,UCSB
Kansas,Northern Iowa,Michigan State,Maryland,Tennessee,Ohio,Georgia Tech,Ohio State
Northern Iowa,Michigan State,Tennessee,Ohio State
Michigan State,Tennessee
Michigan State
Syracuse,Vermont,Gonzaga,Florida State,Butler,UTEP,Vanderbilt,Murray State,Xavier,Minnesota,Pitt,Oakland,BYU,Florida,Kansas State,North Texas
Syracuse,Gonzaga,Butler,Murray State,Xavier,Pitt,BYU,Kansas State
Syracuse,Butler,Xavier,Kansas State
Butler,Kansas State
Butler
Duke,West Virginia,Michigan State,Butler
Duke,Butler
Duke
