Wichita State,Cal Poly,Kentucky,Kansas State,Saint Louis,North Carolina State,Louisville,Manhattan,UMass,Tennessee,Duke,Mercer,Texas,Arizona State,Michigan,Wofford
Wichita State,Kentucky,Saint Louis,Louisville,Tennessee,Mercer,Texas,Michigan
Kentucky,Louisville,Tennessee,Michigan
Kentucky,Michigan
Kentucky
Arizona,Weber State,Gonzaga,Oklahoma State,Oklahoma,North Dakota State,San Diego State,New Mexico State,Baylor,Nebraska,Creighton,Louisiana-Lafayette,Oregon,BYU,Wisconsin,American
Arizona,Gonzaga,North Dakota State,San Diego State,Baylor,Creighton,Oregon,Wisconsin
Arizona,San Diego State,Baylor,Wisconsin
Arizona,Wisconsin
Wisconsin
Virginia,Coastal Carolina,Memphis,George Washington,Cincinnati,Harvard,Michigan State,Delaware,UNC,Providence,Iowa State,North Carolina Central,UConn,St. Joseph's,Villanova,Milwaukee
Virginia,Memphis,Harvard,Michigan State,UNC,Iowa State,UConn,Villanova
Virginia,Michigan State,Iowa State,UConn
Michigan State,UConn
UConn
Florida,Albany (NY),Colorado,Pitt,VCU,Stephen F. Austin,UCLA,Tulsa,Ohio State,Dayton,Syracuse,Western Michigan,New Mexico,Stanford,Kansas,Eastern Kentucky
Florida,Pitt,Stephen F. Austin,UCLA,Dayton,Syracuse,Stanford,Kansas
Florida,UCLA,Dayton,Stanford
Florida,Dayton
Florida
UConn,Florida,Wisconsin,Kentucky
UConn,Kentucky
UConn
